text,label,step
innalillahi wa inna ilaihi rojiuun korban kecelakaan tol purbalenyi cipularang korban yg meninggal smoga husnul khotimah diampuni semua dosa kesalahannya korban yg terluka semoga cepat pulih allah klo inget kemarin pulang lewat sana astagfirullah,1,train
sumpah td pas bangun tidur temen gue ngasih tau kalau wendy kecelakaan,0,train
kecelakaan,0,train
orang tewas akibat kecelakaan beruntun sibolangit sumut salah satu korban,1,train
wib toljapek cikunir km arah cikampek padat kepadatan volume lalin karawang timur km arah cikampek padat penanganan kecelakaan bahu luarkiri,1,train
wib toljapek karawang barat km km arah cikampek padat penanganan kecelakaan,1,train
tindakan nyata serius dilakukan terjadi kecelakaan kerja yg sangat serius smntara si tumbal mndapat ruangnya sndiri kuarga nya bersedih sikap yg represif yg dilakukan siap brmental preventif,0,train
breaking news kecelakaan maut pelajar taman sidoarjo remaja tahun tewas tempat tribun jatim september at pm,1,train
gubernur rohidin sampaikan belasungkawa korban kecelakaan bus sriwijaya user,1,train
info terjadi laka lantas dijl a yani km landasan ulin wita kecelakaan tsb melibatkan pengendara motor yg menabrak pengendara yg membawa gerobak bakso kejadian tsb,1,train
kalo transformer kecelakaan pake asuransi jiwa kendaraan,0,train
macet panjang by pass ngurah rai ternyata kecelakaan kecelakaan melibatkan salah satu truk terjadi jl by pass ngurah rai tepatnya bundaran tol bandara ekor kemacetan by pass,1,train
semakin tua semakin sadar arti sebuah kalimat berubah jalannya waktu waktu kecil dulu kalo temen kecelakaan respon kapan respon jadi udah berapa bulan,0,train
kecelakaan kucing pakai kaki bionik,0,train
yg paling sedih meninggalnya gara kecelakaan,0,train
mercy jose antonio reyes remuk hangus usai kecelakaan kondisi mercedes,1,train
baru kmrn bahas suites class sinjay ndan kabarnya smlm kecelakaan korban,0,train
laga arema kemarin lusa kecelakaan meninggal kecelakaan tunggal aremania jember mengalami kecelakaan berangkat korban luka ruly patah tangan kaki sedang agung hermanto mengalami gegar otak menyisihkan rejeki buat membantu nawak,0,train
versi lawan arah kejadian tadi pas satu arah kejadian and it make sure kecelakaan gara lalai pengemudi truk main bablas dr belakang karna awalnya semua pengendara udah berhenti truk pasir pertama terguling,1,train
jakarta kecelakaan jl raya kembangan selatan tmc,1,train
mudik mendadak dikabari ibu aku kecelakaan nungguin kakak lama gak sampe terminal aku laper banget akhirnya memilih beli chatime lewat gofood makasih user,0,train
wib kecelakaanjanger karang tengah km arah tomang penanganan,1,train
kecelakaan maut jalan tol ibu anaknya meninggal dunia,1,train
ppsu kelapa gading timur sellha purba mengalami kecelakaan terserempet motor selasa juni sedang menyapu jalan depan mal kelapa gading sellha purba langsung dibawa rsus koja jakarta utara lekas pulih sellha,1,train
giliran rebahan gini overthinking pas naik motor aja pikiran pergi kemanamana ckkk ngggak salah emang sekali naik motor hampir kali mau kecelakaan alhamdulillah selamat,0,train
kecelakaan wahana permainan korakora menewaskan seorang remaja polisi tetapkan satutersangka,0,train
goblok banget lu lo gak pernah kecelakaan seumur hidup lo bagus kalau bgtu gua udah beberapa kali gak keadaan mabuk tuh apa rata org kecelakaan disebabkan karna mabok wehhh jawab sini,0,train
tlrp maaf gua ngilang tiba tadi pamit gua ga bermaksud buat ninggalin lu sebuah kecelakaan kecil buat gua off mendadak sedih gua user,0,train
kecelakaan tragis mobil vs jerapah turis afrika tewas pengemudi konyol tp gpp impas sama sama mati,1,train
musisi sainz mengalami kecelakaan atas panggung kecelakaan bukan menimpa cedera ringan cedera parah hingga berakhir kematian sainz berikut kamuharustau konsermusik,0,train
mengedikkan bahu berulang kali pegang gergaji tetap berbagai kecelakaan kecil motong kayu buat bikin meja jawabnya jujur parah kok darahnya mengalir menetesnetes ujung jari berbicara,0,train
jktinfo ganti akun aja jd kecelakaan info abisan kecelakaan mulu jakarta heran,0,train
banyak yg tak terduga merasa yg salah trauma yg benar melekat bermula dr keluarga yg menghubungi menginformasikan kecelakaan keluarga bergetar amp panik diri sekarang bila keluarga yg hub rasa benar balik,0,train
mei gustina tewas kecelakaan jalan raya surabaya madiun km desa ledokan kecamatan saradan kabupaten madiun,1,train
klarifikasi berita kecelakaan pwnuuser,1,train
kemacetan arus mudik tahun turun hingga persen angka kecelakaan turun hingga persen terimakasihjokowi,0,train
begini cerita saksi mata soal aisyah bayi bulan selamat kecelakaan truk tanah terguling karawaci,1,train
jungkook kecelakaan,0,train
hobi baru waktu begadang nonton investasi kecelakaan pesawat,0,train
jg ni kerabat atokku anaknya sini krn mo kuliah ceritanya kuliah jg blm mulai tp udh bikin panik org tua kampung yg mau gk mau mesti dtg buat liatin gegara kecelakaan kalap malam mingguan kota gitu kalo dtg sini pinang ni nak beli,0,train
kecelakaan kai purwosari,1,train
astagfirullah aku kecelakaan kampung orang,0,train
kecelakaan beruntun turunan layang tomang tol kota arah grogol penanganan petugas polri,1,train
kabar gembira semua pekerja indonesia sekarang manfaat jaminan kecelakaan kerja jkk jaminan kematian jkm bpjamsostek ditingkatkan pemerintah kenaikan iuran lho,0,train
kecelakaan mobil jose antonio reyes meninggal dunia,1,train
lalinbdg via user terjadi kecelakaan jl babakan siliwangi dekat bbws lalu lintas macet,1,train
hak santunan diterima korban kecelakaan berasal premi biaya pendaftaran perpanjangan surat tanda nomor kendaraan stnk karcis penumpang angkutan umum semoga seluruh keluarga selalu berada perlindungan allah swt selamat tujuan,0,train
seorang pejabat mau lewat hampir membuat kecelakaan,0,train
mestinya kecelakaan mengakibatkan kematian kejahatan publik bukan cuma korban keluarganya,0,train
berangkat kuliah tadi kecelakaan aku tambah gupuh nutupi jaket pmi gobloooo,0,train
catat korban kecelakaan tak perlu datangi jasa raharja urus klaim,0,train
panit lantas polsek wirobrajan yogyakarta bersama bhabinkamtibmas patangpuluhan aipda maryono anggota sabhara membantu korban kecelakaan jl bugisan membantu menolong korban selanjutnya dibawa,1,train
kecelakaan,0,train
asal nak pergi sekolah mesti kecelakaan,0,train
tanggal agustus pengen blg kangen user aku gamain twitter sampe selama kesibukan aku samaaa aku kmrn abis kecelakaan mungkin aku lg streessnya jgn smpe klean kek gt yaa amit,0,train
naluri hati berbicara ku barangkali kecelakaan mungkin terjadi suatu malam,0,train
berbagai tanda tanya terkait kecelakaan helikopter menewaskan kobe bryant sedikit sedikit terjawab salah satunya menyangkut apa sebenarnya terjadi kobe bryant delapan orang termasuk sang putri gianna tewas musibah diduga terjadi cuaca buruk,0,train
temennya temenku habis tanding dance menang juara malemnya masi update story seneng banget bareng temennya mobil jam pagi meninggal kecelakaan story nya bahkan ampun rasanya nyesek banget huhu rest in peace,0,train
ngeri mirip sama final destination yg kecelakaan tol,0,train
kecelakaan,0,train
pacaran tabung gas orang tahu kalo bahaya tetep aja laku giliran kecelakaan nyalahin ramerame,0,train
kecelakaan helikopter kobe bryant pilot kurang pengalaman,1,train
daerah yg tingkat kecelakaan berkendaranya tinggi sleepy,0,train
update orang tewas kecelakaan helikopter kobe bryant,1,train
dandim kuala kapuas meninggal kecelakaan rombongan speedboat paspampres,1,train
anggota parlemen taiwan berencana meningkatkan denda maksimum masa hukuman orang menyetir keadaan mabuk,0,train
tahukah menit stelah pesawat lepas landas adlh waktu yg mencekam sbab kecelakaan pesawat terjadi stlh terbang slam follback,0,train
berdasarkan catatan satuan lalu lintas polres purwakarta terdapat kecelakaan tol wilayah purwakarta menewaskan orang,1,train
barusan lihat dimedia berita member bts kecelakaan syukurlah permasalahan cukup redam jungkookweloveyou,0,train
tahun yg lalu kecelakaan,0,train
unit melaksanakan pengamanan penanganan kecelakaan lalu lintas dialami kendaraan elf terguling km b pengemudi penumpang bawa rs phc,1,train
kalo yg kecelakaan tuh tolongin bawa rs lah malah difoto fotoin,0,train
informasi terjadi kecelakaan tol pandaanmalang km b hari jumat tanggal pukul wib kendaraan mengalami kecelakaan truck boks nopol l gj identitas pengemudi,1,train
nonton video kecelakaan beruntun tol cipularang rasanya lemes hr jg jalan kantor lg kecelakaan yg makan korban jiwa pdhl bbrp bulan yg lalu kecelakaan lokasi yg sama malah waktu sempat liat jasadnya krn lokasi bbrp menit kejadian,0,train
kemarin aku sempat baca cuma aku lupa link beritanya faktanya kecelakaan jalan raya lebih banyak disebabkan pengendara berkendara lebih lambat dibanding pengendara berkendara lebih cepat benar,0,train
rasa takut kematian paling dibenarkan semua ketakutan risiko kecelakaan seseorang mati,0,train
aku tau kecelakaan,0,train
baca thread bis hantu beserta blog postnya merinding disko anjir katanya liat botol aqua taun rasanya konon bis kecelakaan taun update terakhir waktu sopirnya ketemu,0,train
mantan pebasket nba kobe bryant meninggal dunia akibat kecelakaan helikopter calabasas california minggu pagi waktu setempat bintang los angeles lakersitu tewas bersama putrinya gianna dikutip kobebryant kobebryanttewas,1,train
rasa takut kematian paling dibenarkan semua ketakutan risiko kecelakaan seseorang mati,0,train
selamat siang user mau tau info nya mengenai asuransi kecelakaan cover rawat jalan rawat inap kecelakaan sperti apa yg cover,0,train
soc selamat siang warga telur hendak menawarkan relasi membutuhkan adakah bersedia menampung perempuan hilang ingatan kecelakaan sl kelengkapannya didiskusikan,0,train
kecelakaan km,1,train
wib kecelakaanjlj jatiasih km arah cikunir penanganan petugas bahu jalan,1,train
gimana aku gabisa omong manis tapiii gapapa kok tenang jangan panik kelinci kan kuat baik baik aja kok diaa kecelakaan lalu lintas wajar idol manusia jadii gapapa amyy tunggu konfirm dr bighit aja oke,0,train
semua orang yg boncengin aku hari fix ngeri lumayan buat terapi trauma kecelakaan beberapa tahun silam,0,train
start januari nie bermacam dugaan kecelakaan menimpa bagaimana febuari apa yg datang allahuakbar,0,train
kecelakaan maut avanza vs jupiter satu orang meninggal dunia,1,train
rasa takut kematian paling dibenarkan semua ketakutan risiko kecelakaan seseorang mati,0,train
jadi keinget pas w bilang abis kecelakaan trs langsung ditelpn dong,0,train
sebabkan kecelakaan viral aturan sebenarnya mobil jenzazah mau ambulans jalan raya,0,train
polres sukabumi kota menetapkan sopir bus pariwisata nuansa ilham ni er tersangka insiden kecelakaan pintu keluar gedung juang,1,train
surat almuthaffifin ayat wailul lilmuaffifn kecelakaan besarlah orangorang curang pelakucurangdilaknatallah kecuranganmunodairamadhan kamimelawankecurangan rakyattahukaliancurang jumatsucilawankecurangan,0,train
jatuh cinta sebuah kecelakaan sangat indah sebaiknya alami berulang kali orang sama tidaklah selamanya bukanlah cinta,0,train
keterangan polisi terkait kecelakaan maut bur gayotakengon,1,train
sekarang aja orang mau nipu nelpon malemmalem bilang mas mas kecelakaan tujuannya orang panik kebangun nerima telpon malammalam terus masuk modus penipuannya,0,train
turut berduka atas meninggalnya tanuja akibat kecelakaan risi yg bunuh diri episode hari episod besok terlahir,0,train
aguero alami kecelakaan menuju latihan city,1,train
semenjak kecelakaan sering banget dikhawatirin kalo bawa motor kaya jangan naik motor dulu deh jatoh paham sih kalo emang ga restuin ngelak kualat,0,train
mobil terbakar terlibat kecelakaan cipularang teridentifikasi,1,train
penanganan kecelakaan km arah merak teratasi lalin ramai lancar,1,train
kecelakaan malaysia momota mendapat perawatan putrajaya,1,train
seorang satpam ditemukan tewas parit bersama motor diduga kecelakaan tunggal,1,train
jenuh banget kamar mau nugas keluar takut banyak kecelakaan lalu lintas bahkan makan korban jatidanger plis keamanan berlalu lintas disini tu banget,0,train
selalu berdoa ga pernah ribut jalan raya kecelakaan,0,train
sebuah kesalahan kecelakaan acak,0,train
rvf luvies aku baru ngestan rv akhir tahun lalu mau nanya apa kejadian member sakit kecelakaan baru terjadi jujur aku bkn sodaranya bkn tmnnya cm ketemu sesaat ngerasa nyesek bgt sma kejadian yg menimpa wendy,0,train
gunakan jalur sesuai ketentuan jangan melawan arus krn rawan kecelakaan kesadaran keselamatan semua,0,train
pak bapak selamat kecelakaan puji tuhan selamat berdoa apa membuat bapak yakin kalau korban yg meninggal berdoa sebelumnya hehe,0,train
tanda kecelakaan ketewel banyuning,0,train
wib toljagorawi cawang tmii cibubur bogor ciawi lancar cimanggis km km arah cawang padat kecelakaan lajur tengah,1,train
dishub sumsel bantah kecolongan kecelakaan bus sriwijaya,0,train
korban kecelakaan tol cipularang asal korea tolak perawatan purwakarta pilih pulang negaranya tribunnews,1,train
kecelakaan lalu lintas terjadi ruas jalan tol jagorawi tepatnya kilometer km arah bogor rabu pagi truk kontainer terlibat kecelakaan kendaraan taksi kecelakaan tol jagorawi taksi truk kontainer,1,train
jam biologis tubuh menjadi salah satu faktor penyebab kecelakaan terbesar dunia,0,train
i think not every epilepsy case is mental illness i got seizure from accident kecelakaan ditabrak kendaraan sampe terbang tabrak lari uh its not mental illness in my case physical,0,train
terjadi kecelakaan beruntun tol cipali majalengka km arah jakartamelibatkan bis safariexpanderinnova truk pengangkut ayam,1,train
olah tkp kecelakaan mahasiswa tewas terseret mobil inihasilnya,1,train
simak baikbaik semoga bermanfaat otomotif,0,train
kecelakaan tunggal dikendarai mbahe wong ndemak korban kecelakaan terjadi lantaran remnya pakemmungkin kampase kepanasan lokasi sigar,1,train
sangat masuk akal kalau dpr mau menghapus motor kendaraan umum alasan banyak kecelakaan akibatkan motor padahal kecelakaan akibatkan akal mati nurani tertutup pikiran sakit ojol,0,train
hingga laporan korban jiwa kecelakaan tersebut sejumlah wartawan berada labuhan bajo meliput kegiatan presiden jokowi,0,train
kecelakaan fatal terjadi jalan tanjung morawa depan spbu pengirim video sepeda motor menabrak bus sedang mau belok masuk spbu pengendara sepeda motor penumpang terlihat luka parah terjadi pukul wib,1,train
korban penipuan mah ga sakitkorban kecelakaan biasatpi kalo jdi korban perasaan kmu rasaa sakit bngt,0,train
korban penipuan mah ga sakit korban kecelakaan biasa tpi kalo jdi korban perasaan kmu rasanya sakit pake bgt,0,train
kecelakaan beruntun melibatkan tujuh kendaraan terjadi magetan kecelakaan mengakibatkan satu orang tewas tiga orang terluka,1,train
jadinya kayaknya mudik naik kereta garagara kabar kakak kecelakaan motor langsung ga pede mudik bawa motor,0,train
kmrn pertama kalinya situasi tkp kecelakaan sengeri yg ketabraknya motor suaranya kenceng bgt pas diliat tu truk lwt pas kejadian ga ngerti gmn kronologisnya gatau lukanya kyk gmn soalnya ketutupan tp yg jelas korbannya lgsg gak sadar smg masnya gak knp,0,train
data dihimpun kemenhub h lebaran jumlah kecelakaan lalu lintas sebanyak peristiwa arusmudiklebaran,1,train
beritagokil anak yg baikkk,0,train
kronologi kecelakaan maut tol pejaganpemalang,1,train
daftar nama korban tewas kecelakaan maut pagar alam,1,train
marquez mengalami kecelakaan tikungan tujuh fp menyisakan lima menit pemuncak klasemen motogp mengalami highside melewati tikungan ketujuh terpental,1,train
korban penipuan gak sakit korban kecelakaan biasa,0,train
budhe meninggal kecelakaan hujan aja hari,0,train
beberapa taun lalu pernah ngeliat lgsg kecelakaan mobil ampe kebalik gt tol cikampek apa gt lupa asli korbannya berdarah sebaju anjir sedih bgt,0,train
kecelakaan kok udah kek agenda tahunan gini,0,train
terlibat kecelakaan mobil jungkook bts diinterogasi polisi,1,train
kecelakaan tol tebing tinggi medan orang meninggal dunia kecelakaantol kecelakaan,1,train
kronologi kecelakaan maut pikap ringsek nyemplung jurang sidoharjo sragen ternyata depan pikap truk misterius sopir ditemukan patahtulang,1,train
kisah pilu ayu gadis palangkaraya alami kecelakaan rambut terlilit mesin perahu kulit kepala rusak parah aja percaya diri speak up depan jutaan orang lah gua suruh ngisi konten youtube gara gendut aja minder kurang bersukur bat idup gua wkwk,0,train
antisipasi kecelakaan lalulintas personel unit lantas polsek nagreg polresta bandung lakukan penambalan jalan berlubang jalan raya nagreg tepatnya seputaran pintu lintasan ka pamucatan nagreg,0,train
penyebab utama kecelakaan salah satunya kurang antisipasi jaga jarak aman antar kendaraan,1,train
akad tujuan insan entah perlawanan kerelaan kecelakaan kombinasi ketiganya restu tangan tuhan,0,train
ruas tol cipularang km akibat kecelakaan maut hingga kini menewaskan orang lalu lintas dialihkan keluar gerbang tol cikamuning cipularang kecelakaancipularang,1,train
apa terjadi rindu jihan berhasil diselamatkan kecelakaan saksikan rindutanpacintarcti pukul wib dramaseriesterbaik layardramarcti,0,train
kecelakaan jl imam bonjol denpasar harap tetap hati jalan raya terjadi kecelakaan jl imam bonjol diketahui detail kronologis kejadian tolerevandz denpasar bali indonesia,1,train
tips melakukan klaim asuransi kecelakaan diri personal accident ditolak proteksiasuransi asura asuransionline klaimmudahasuransi asuransikesehatan internationaltelecommunicationunion polis brokerasuransiterbaik,0,train
masker pelindung wajah masker berfungsi perlindungan terik matahari terpaan debu angin terjadi kecelakaan berfungsi pelindung wajah,0,train
asuransi mana nih ppatk memberikan rincian siapa darimana asal partai caleg tersebut pihaknya,0,train
legenda nba kobe bryant tewas akibat kecelakaan helikopter sebulan tewas bryant sempat membantu korban kecelakaan lalu lintas,1,train
klo takdirnya mati karna corona udh lah mati aja hmm ntar klo kecelakaan terus situ kepalanya bocor ngga ush rumah sakit udh diem aja klo takdirnya sembuh ntar sembuh sndiri klo takdirnya mati udh ntar mati ngerti,0,train
bodohnya gue tiap ni mobil lewat ngiranya yg kecelakaan,0,train
dakgar lantas ji sudanco supriyadi kediri budayakan keselamatan kebutuhan stop pelanggaran stop kecelakaan keselamatan kemanusian user user user user,0,train
breakingnewskecelakaan kentomomota pemain bulutangkis menderita cedera ringan dikirim rumah sakit putrajaya perawatan,1,train
hari lalu gue jadi orang menenangkan orang bilang udah lah mati urusan allah orang pake helm taat lalu lintas kalo takdirnya kecelakaan bakal kecelakaan sampe bilal ngasih tau gue cerita umar bin khattab,0,train
bus pengangkut jamaah calon haji kecelakaan orang lukaluka news taucepattanpabatas beritaterkini beritadaerah,1,train
kecelakaan hari rem blong truk tabrak mobil honda jazz exit tol bawen tak korban jiwa,1,train
lima orang tewas kecelakaan patokbeusi subang bulan,1,train
rombongan anak tk gebyar tari massal kartini terlibat kecelakaan tewas,1,train
kecelakaan berawal pelanggaran budayakan tertib berlalu lintas,0,train
investigasi knkt dibantu boeing menguji peralatan aoa,0,train
wib tolpurbaleunyi cikalong km arah cileunyi padat penanganan kecelakaan kendaraan mobilio bahu jalankiri cileunyi pasteur padalarang dawuan lancar,1,train
teringat guru fisikaku bu tika pas mau kecelakaan udah ngirangira sudutnya berapa bakal sakit apa trs bakal parah apa,0,train
belajar kecelakaan yaris tertusuk tiang beton penting jaga jarak aman mengemudi,0,train
kanit dikyasa satlantas bone bolango melaksanakan dikmas lantas masyarakat desa luwohu kec botu pingge terkait ops zebra otanaha harapan meminimalisir angka kecelakaan pelanggaran lalu lintas,0,train
ibaratkan tubuh manusia cintaku padamu setinggi lutut karna selebihnya cintaku orang tuaku bila aku mangalami kecelakaan aku lebih memilih kehilangan kakiku dibanding lainnya,0,train
user toljagorawi bogor km ciawi km padat penanganan kecelakaan kendaraan kontainer lajur tengahkanan tmii cawang padat kepadatan volume lalin elshintaedisipagi,1,train
sodara sama kawan meninggal pas kecelakaan gua berusaha ga ingat kejadian tuh bikin sedih eh dtg tetangga rumah ngebahas ttg kejadian rumah gua mau suruh diam ga sopan terpaksa gua nguping berkata hati kalian ceritanya salah,0,train
langit gelap kabut tebal lokasi kecelakaan helikopter menewaskan mantan superstar nba kobe bryant tampaknya menjadi fokus utama pakar penerbangan menyelidiki tragedi tersebut,0,train
kecelakaan maut terjadi kalimantan tengah sebuah kontainer menabrak median jalan terguling menimpa sepeda motor ditumpagi bapak anaknya gtvnews kontainer kalimantan tabrak,0,train
ngakak ges kebanyakan ngilokno thanos trs barusan denger kabar abis kecelakaan skrg tangannya ungu yaallah sakno kudu guyu,0,train
arus mudik lancar angka kecelakaan turun drastis laporan pasar sepi gak gejolak harga buat media lebaran kali gak menarik,0,train
allah mau tahun baru biasanya banyak kecelakaan semoga selalu dilindungi tuhan rest in peace,0,train
kayak abis kecelakaan,0,train
kelas jam kesiangan gue niat cabut pas baca grup dapet kabar kalau dosen ybs kecelakaan,0,train
twitter please do your magic temen mutual aku sekalian aku minta banget bantu donasi buat temen kakak aku kecelakaan operasi pendarahan kepala,0,train
lekas sembuh mickey riminiworldsbk,0,train
aku bakal jadi bridesmaids sahabatku tanggal juli kemaren aku kecelakaan muka penuh luka amp jahitan kaki penuh luka mungkin tgl udah sembuh tp tetap aja muka penuh bekas luka datang aja si nya g peduli lunya mau gmna skrg,0,train
terjadi kecelakaan jl gn sanghyang link muding kaja barat polresta sebuah mobil honda menabrak sepeda motor nyaris menabrak sebuah toko diselatan jalan diduga mobil tersebut putar arah kemudian menabrak pengendara sepeda motor kamis info by adnyanapoyok,1,train
the perks of punya rumah pinggir jalan tau kalau kecelakaan and it happens everyday terutama motor,0,train
lak kecelakaan ngene iki iso lapor polisi ta user user,0,train
seorang penumpang ojek online tewas akibat ditabrak truk kontainer bekasi jawa barat diduga kecelakaan akibat truk kontainer ugalugalan saling mendahului jalanan saksikan selengkapnya kanal youtube lintas inews mnctv mnctvnews,1,train
aduh semua grup posting video foto kecelakaan cipularang,0,train
orang selamat kecelakaan bus sriwijaya,1,train
truk terguling jalan penatih denpasar tepatnya wilayah banjar keduo rabu akibat peristiwa arus lalu lintas sedikit tersendat info user via user denpasarviral dpsviralterkini kecelakaan truk terguling denpasar bali,1,train
stop pelanggaran stop kecelakaan keselamatan kemanusiaan stoppelanggarandemikeselamatan,0,train
korban kecelakaan maut tol purbaleunyi dilarikan tiga rumah sakit purwakarta,1,train
polres majalengka turunkan kecelakaan lalu lintas kecelakaan lalu lintas tahun penurunan dibanding tahun menurunnya angka kecelakaan lalu lintas sebesar setara,1,train
breaking news bus mengangkut rombongan istri lurah sebandung kecelakaan tol cipularang via user,1,train
suasana contra flow olah tkp kecelakaan tol cipularang,1,train
abis liat kecelakaan mualnya ga udah,0,train
teror massa teror kecelakaan terror kesehatan yg dikeluhkan byk org sejak lama tsb th lalu dg pola yg sm tdk terpecahkan krn jejak bukan pekerj sihir yg adl fitnah krn sihir bertentangan dg agama adl teror yg dibayar yosep,0,train
yeremia aku mengetahui rancanganrancangan apa padaku mengenai kamu demikianlah firman tuhan rancangan damai sejahtera bukan rancangan kecelakaan memberikan kepadamu hari depan penuh harapan,0,train
orang pengguna skuter listrik grabwheel ditemukan tewas berkendara kawasan gate gelora bung karno jakarta pusat minggu,1,train
kecelakaan beberapa jam tempat berbeda tetap berhatihati,0,train
wib kecelakaanpurbaleunyi ps koja km arah cileunyi lajur kiri tengah penanganan petugas,1,train
implan otak jadi teknologi terbaru memulihkan daya penglihatan tunanetra uji coba dilakukan jason kehilangan daya penglihatannya akibat kecelakaan bagaimana cara kerja implan via user,0,train
kento momota kecelakaan jalan tol jelang indonesia masters,1,train
dpet kabar dri grup wa bus parawisata man sukabumi pulang studytour bandung kecelakaan waluran galumpit semoga semuanya selamat amin,1,train
polsek punggelan melaksanakan kegiatan pam ag pengaturan lalu lintas jalan raya cegah terjadinya kecelakaan lalu lintas bantu warga pelajar beraktivitas pagi hari,0,train
kebangun baca berita kobe bryant meninggal kecelakaan helikopter wtf,0,train
kecelakaan terjadi tol pandaanmalang kabupaten pasuruan sebuah mpv berjenis toyota avanza menabrak tr,1,train
pm tahun pasal pita penggaduh berfungsi mengurangi kecepatan kendaraan mengingatkan pengemudi objek depan diwaspadai melindungi penyeberang jalan amp mengingatkan lokasi rawan kecelakaan user,0,train
wib toljapek bekasi timur jalur bawah tambun padat kepadatan volume lalin karawang barat km km arah cikampek padat penanganan kecelakaan kr trailler lajur kanan diamankan lajur daruratkiri user,1,train
sadis buta kecelakaan kerja buruh pt phs kebun papaso phk sepihak,0,train
kecelakaan besarlah tiap orang banyak berdusta banyak berdosaqs aljasiyah,0,train
gunakan jalur sesuai ketentuan jangan melawan arus krn rawan kecelakaan kesadaran keselamatan semua,0,train
patriatoday infolaka rohman lelaki warga pagelaran malang ditemukan meninggal dunia jalan desa gempolan pakel tulungagung sabtu januari dini hari tadi diduga mengalami kecelakaan tunggal,1,train
beritagokil anak yg baikkk,0,train
udh mau ujian dpn mata eh malah kecelakaan aku,0,train
investigasi lion air usai knkt beri rekomendasi pihak terkait kecelakaan,0,train
gua pernah kecelakaan depan belakang kena tuh where is my headline honey besar kecil kecelakaan tetaplah kecelakaan perkara headline berlebihan soal pihak media kecelakaan tetap kecelakaan jangan bias mentangmentang kesukaanmu,0,train
rancangan damai sejahtera bukan rancangan kecelakaan,0,train
mengatasi permasalahan tingginya angka kecelakaan lalu lintas fatalitas terjadinya suatu kecelakaan lalu lintasunit turjawali satlantas polres mempawah melaksanakan kegiatan penegakan hukum wilayah,0,train
wib kecelakaanjagorawi citeureup km arah jakarta penanganan petugas,1,train
jatohnya murni kecelakaan sbs gayo nya dituntut ga sih klo gitu ampun,0,train
jakarta kecelakaan jl raya kembangan selatan tmc,1,train
allah lamah urat meliat kecelakaan muka mata langsung,0,train
lg tdur tbtb dibangunin dpt kbar papa kecelakaan sedih bgt berat baru hari mama plg rs trs skrng hrs berkawan lg sama rs karna papa yg sakit gabisa berhenti nangis ga tega liat manusia paling kuat d keluarga hrs nahan sakit separah,0,train
innalillahikecelakaan maut tol jagorawi tiga orang dikabarkan jadi korban kecelakaanlalulintas kecelakaanmaut lakalantas tabrakanmaut toljagorawi,0,train
kalo benar diampun menyatakan diri benar terjadi sebuah kecelakaan yg bijak tau siapa yg salah,0,train
haish nerobos abis kecelakaan ngerepotin orang,0,train
tahun angka kecelakaan turun hingga persen mayoritas terjadi jalan nontol jumlah kecelakaan menurun infrastruktur semakin lebih baik segala kelengkapankelengkapan jalan,0,train
polisi ungkap penyebab kecelakaan beruntun tol cipularang tewaskan orang,1,train
video asli detikdetik terjadinya kecelakaan beruntun tol cipularang lewat user,1,validation
legenda nba kobe bryant tewas kecelakaan helikopter bersama putrinya gianna bryant dini hari wib tadi dunia berduka,1,validation
tak uang bulanan ahmad dhani beri thr keluarga korban kecelakaan detikhot,0,validation
pas dulu khun kecelakaan pas minjun jatuh pas ngwar tiket konser bts ly sg udah kayaknya ituuu deh wkwk,0,validation
kelelahan jadi salah satu faktor kecelakaan tol solongawi imbauan pt jsn pengendara,0,validation
mengantisipasi terjadinya kecelakaan musibah warga merayakan libur natal tahun baru menjadi tugas utama polri hari minggu personil,0,validation
wib kecelakaanjapek karawang barat km arah cikampek lajur kiri penanganan petugas,1,validation
breaking news pebasket kobe bryant tewas kecelakaan helikopter,1,validation
beritagokil anak yg baikkk,0,validation
udah hatihati aja kecelakaan emg takdir siapa tau,0,validation
ngepost tabrak lari kucing terus yng reply intinya rem mendadak kecelakaan pernah ngalamin kecelakaan garagara kucing,0,validation
jakarta kecelakaan persimpangan slipi jasamarga,1,validation
goblok orang kecelakaan buaknnya tolongin malah divideoin,0,validation
minimalisir kecelakaan personel polsek kahayan hilir perbaiki jalan rusak pulang pisau,0,validation
pak polisi user mau lapor paklampu merah perempatan kukun rajeg matitidak nyala pakkurang lebih minggu inimohon bantuannya pak sering macet parah takut terjadi kecelakaan mohon tindaklanjuti pak terima kasih,0,validation
kecelakaanpembunuhanperampokan sekitarkita haruskah takuthub pin bb ccdc,0,validation
dirkamsel korlantas polri mengimbau masyarakat liburan tak mengabaikan keselamatan berlalu lintas berkendara perhatikan daerah rawan terjadi kecelakaan lalu lintas menuju ketempat wisata liburan ujar dirkamsel korlantas polri,0,validation
kepseribu kecelakaan jl minangkabau elshinta,1,validation
kento momota beneran kecelakaan,0,validation
allah berilah perlindungan keluarga ku selamatkan la sebarang kecelakaan risau dah la ayah selalu pergi office isk minta simpang,0,validation
bus madinah mekkah alami kecelakaan orang tewas perjalanan umrah umrah kecelakaan tewas arabsaudi madinah mandiri mansion maxbet mandiritogel musimtoto vivobet mentarimovie,0,validation
populerb kecelakaan bus malaysia wni meninggal terluka,1,validation
